Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2019-02-13,Etailor is an online clothing brand that is committed to the introduction of European and American fit wear.,Etailor,https://www.crunchbase.com/organization/etailor-d055,"E-Commerce, Fashion, Shoes","Guangzhou, Guangdong, China, Asia",Series A - Etailor,https://www.crunchbase.com/funding_round/etailor-d055-series-a--fca457eb,4,"Dingxin Capital, Guangdong Culture Venture Factory, Oriza Seed Capital (Oriza Yuandian), Weipinhui",Early Stage Venture,Weipinhui,Series A,2,50000000,CNY,7396012,,,,50000000,CNY,7396012,Yes,,http://www.egaiyi.com/,,,,"87,328"
2019-01-03,Mogulinker Technology is a domestic SaaS software provider specializing in the post industrial equipment market.,Mogulinker Technology,https://www.crunchbase.com/organization/mogulinker-technology,"SaaS, Software","Shenzhen, Guangdong, China, Asia",Series A - Mogulinker Technology,https://www.crunchbase.com/funding_round/mogulinker-technology-series-a--58677bc5,2,"Oriza Seed Capital (Oriza Yuandian), Tenggu Venture Capital",Early Stage Venture,Oriza Seed Capital (Oriza Yuandian),Series A,5,3000000,USD,3000000,,,,3000000,USD,3000000,Yes,,http://www.mogulinker.com/,Less than $1M,Private Equity,,"87,838"
2019-01-21,Polaris Biology is a medical technology company specializing in the development and clinical application.,Polaris Biology,https://www.crunchbase.com/organization/polaris-biology,"Biopharma, Biotechnology, Health Care, Medical","Shanghai, Shanghai, China, Asia",Series A - Polaris Biology,https://www.crunchbase.com/funding_round/polaris-biology-series-a--b971b043,3,"5Y Capital, Emerging Technology Partners, Volcanics Venture",Early Stage Venture,Emerging Technology Partners,Series A,4,8250000,USD,8250000,,,,18139520,USD,18139520,Yes,,http://www.polarisbiology.com,$1B to $10B,Early Stage Venture,3,"100,294"
2019-03-07,Play Secret is the most advanced life field in China,Play Secret,https://www.crunchbase.com/organization/play-secret,"Artificial Intelligence (AI), Machine Learning","Beijing, Beijing, China, Asia",Series A - Play Secret,https://www.crunchbase.com/funding_round/play-secret-series-a--56f609fc,1,Yuerong Capital,Early Stage Venture,Yuerong Capital,Series A,4,20000000,CNY,2978362,,,,56000000,CNY,8040575,Yes,,http://www.happyhuo.com,$1M to $10M,Early Stage Venture,,"112,093"
2019-02-25,SaaS,JIMU Intelligent,https://www.crunchbase.com/organization/jimu-intelligent,"Artificial Intelligence (AI), Computer Vision, Information Technology, Machine Learning, Manufacturing, Transportation","Wuhan, Hubei, China, Asia",Series B - JIMU Intelligent,https://www.crunchbase.com/funding_round/jimu-intelligent-series-b--4a1cf5d1,5,"Estar Capital, Hyundai Motor Company, Translink Capital, Wuhan Optics Valley Elite Investment Management, Yucheng Fund",Early Stage Venture,Translink Capital,Series B,3,15000000,USD,15000000,,,,46282749,USD,46282749,Yes,,http://www.jmadas.com,$10M to $50M,Late Stage Venture,,"113,281"
2019-01-07,Miaoshou Doctor is a health care platform that provides communication services between doctors and patients.,Miaoshou Doctor,https://www.crunchbase.com/organization/miaoshou-doctor,"Health Care, Medical, mHealth","Beijing, Beijing, China, Asia",Series C - Miaoshou Doctor,https://www.crunchbase.com/funding_round/miaoshou-doctor-series-c--cfde1fda,2,"HSG, Starquest Capital",Late Stage Venture,Starquest Capital,Series C,7,72800000,USD,72800000,,,,946469842,USD,946469842,Yes,,https://www.miaoshou.net/,,Late Stage Venture,,"114,338"
2019-03-14,Linx Robot specializes in industrial upgrading in the fields of warehousing and logistics,Linx Robot,https://www.crunchbase.com/organization/linx-robot,Robotics,"Hangzhou, Zhejiang, China, Asia",Seed Round - Linx Robot,https://www.crunchbase.com/funding_round/linx-robot-seed--9a502746,2,"Ferry Venture Capital, Xiyee Assets",Seed,Xiyee Assets,Seed,2,,,,,,,,,,Yes,,http://www.linxrobot.com/,,Early Stage Venture,,"117,977"
2019-01-01,Tebakka Power is a new energy commercial vehicle powertrain system developer.,Tebakka Power,https://www.crunchbase.com/organization/tebakka-power,"Automotive, Electric Vehicle","Jinshan, Shanghai, China, Asia",Venture Round - Tebakka Power,https://www.crunchbase.com/funding_round/tebakka-power-series-unknown--f8151156,1,Wofo Capital,,,Venture - Series Unknown,2,,,,,,,,,,Yes,,https://www.shtopgear.com/,,Private Equity,,"118,304"
2019-02-19,Sigma Squares Tech is an automated manufacturing system developer.,Sigma Squares Tech,https://www.crunchbase.com/organization/sigma-squares-tech,"Enterprise, Manufacturing","Beijing, Beijing, China, Asia",Seed Round - Sigma Squares Tech,https://www.crunchbase.com/funding_round/sigma-squares-tech-seed--cc6a1b6c,2,"FutureCap, Hongtai Capital Holdings",Seed,FutureCap,Seed,4,10000000,CNY,1479596,,,,11479596,USD,11479596,Yes,,https://sigmasquares.com/,,Early Stage Venture,,"118,380"
2019-02-13,Sciwind Biosciences is a drug research and development company for metabolic diseases.,Sciwind Biosciences,https://www.crunchbase.com/organization/sciwind-biosciences,"Biotechnology, Health Care, Pharmaceutical","Hangzhou, Zhejiang, China, Asia",Series A - Sciwind Biosciences,https://www.crunchbase.com/funding_round/sciwind-biosciences-series-a--c874e9e6,3,"Kawin Technology, Legend Capital, Shiyu Capital",Early Stage Venture,Legend Capital,Series A,3,200000000,CNY,29584048,,,,136343919,USD,136343919,Yes,,http://www.sciwind.com.cn,,Late Stage Venture,,"119,417"
2019-01-10,Home King is a professional housekeeping service platform that simplifies the traditional housekeeping service transaction process.,Home King,https://www.crunchbase.com/organization/home-king,"Home Services, Service Industry, Software","Xiamen, Fujian, China, Asia",Series C - Home King,https://www.crunchbase.com/funding_round/home-king-series-c--0ee31897,3,"Haier Capital, IDG Capital, Puhua Capital",Late Stage Venture,Haier Capital,Series C,7,300000000,CNY,44193035,,,,370000000,CNY,55465794,Yes,,https://www.homeking365.com/,,Late Stage Venture,,"120,689"
2019-03-08,Woody Library is the first subscription-based book sharing and rental platform,Woody Library,https://www.crunchbase.com/organization/woody-library,"E-Commerce, Education, Hospitality, Internet, Rental, Training, Travel","Shenzhen, Guangdong, China, Asia",Seed Round - Woody Library,https://www.crunchbase.com/funding_round/woody-library-seed--b8816588,3,"Anova Capital, Maintrend Capital, Y Combinator",Seed,Maintrend Capital,Seed,2,10000000,CNY,1487763,,,,1489763,USD,1489763,Yes,,http://www.woodylibrary.com/,$10M to $50M,Early Stage Venture,,"120,711"
2019-02-22,Starmerx is a Chinese cross-border e-commerce platform.,Starmerx,https://www.crunchbase.com/organization/starmerx,"E-Commerce, Internet, Mobile, Software","Shenzhen, Guangdong, China, Asia",Series C - Starmerx,https://www.crunchbase.com/funding_round/starmerx-series-c--5b4a74c4,3,"Haier Capital, Royal Sea Capital, Timesbole",Late Stage Venture,Timesbole,Series C,3,,,,,,,15000000,USD,15000000,Yes,,http://www.starmerx.com/,Less than $1M,Late Stage Venture,,"120,743"
2018-12-17,Watson Biotech is a company that supplies raw materials for in vitro diagnostic reagents.,Watson Biotech,https://www.crunchbase.com/organization/watson-biotech,"Biotechnology, Health Care, Health Diagnostics","Hangzhou, Zhejiang, China, Asia",Series A - Watson Biotech,https://www.crunchbase.com/funding_round/watson-biotech-series-a--16116cc4,2,"Chongqing Dianshi Medical Equipment Fund, Lucky Source Funds",Early Stage Venture,"Chongqing Dianshi Medical Equipment Fund, Lucky Source Funds",Series A,4,50000000,CNY,7249409,,,,50000000,CNY,7249409,Yes,,http://www.watsonbiotech.com/,,Early Stage Venture,,"120,920"
2019-03-19,ScentRealm focuses on digital scent technology R&D and application.,ScentRealm,https://www.crunchbase.com/organization/scentrealm,"Apps, Digital Entertainment, Information Technology, Mobile Apps, Product Research","Hangzhou, Zhejiang, China, Asia",Series A - ScentRealm,https://www.crunchbase.com/funding_round/scentrealm-series-a--55dfe813,2,"Guangzhou Zhanze Investment Management, Horus Capital",Early Stage Venture,,Series A,3,,,,,,,7710000,USD,7710000,Yes,,http://www.scentrealm.com/,$10M to $50M,Early Stage Venture,,"122,779"
2019-01-01,"Jifu Medical focusing on the research and development, production, sales and service of high-end medical products for the digestive tract.",Jifu Medical,https://www.crunchbase.com/organization/jifu-medical,"Health Diagnostics, Medical, Medical Device","Shenzhen, Guangdong, China, Asia",Series B - Jifu Medical,https://www.crunchbase.com/funding_round/jifu-medical-series-b--d6f6123f,1,Dingxin Capital,Early Stage Venture,Dingxin Capital,Series B,3,,,,,,,100000000,CNY,14745348,Yes,,http://www.jifu-tech.com/,,Late Stage Venture,,"123,698"
2019-02-21,AI Conservatory is born to a group of people who love music and dream of music.,AI Conservatory,https://www.crunchbase.com/organization/ai-conservatory,"Audio, Music","Beijing, Beijing, China, Asia",Seed Round - AI Conservatory,https://www.crunchbase.com/funding_round/ai-conservatory-seed--7e8e1aab,2,"Gene Capital, Jingbei Investment",Seed,Gene Capital,Seed,2,,,,,,,,,,Yes,,https://s.immusician.com/,$10M to $50M,,,"125,232"
2019-01-24,Innovative energy solutions for a sustainable future – Empowering homes and businesses through HEMS and VPP,enjoyelec Tech Ltd.,https://www.crunchbase.com/organization/powershare,"Artificial Intelligence (AI), Automotive, Electrical Distribution, Energy, Energy Management, Energy Storage, Fleet Management, Information Technology, Machine Learning, Renewable Energy","Shanghai, Shanghai, China, Asia",Series A - enjoyelec Tech Ltd.,https://www.crunchbase.com/funding_round/powershare-series-a--f204c15f,2,"BP Ventures, DT Capital Partners",Early Stage Venture,BP Ventures,Series A,3,,,,,,,,,,Yes,,https://www.enjoyelec.net/,Less than $1M,Early Stage Venture,,"126,181"
2019-01-20,Aden is the leading data-driven healthcare evaluation company in China.,Aden Technology,https://www.crunchbase.com/organization/aiden-technology,"Analytics, Big Data, Consulting, Health Care","Beijing, Beijing, China, Asia",Series A - Aden Technology,https://www.crunchbase.com/funding_round/aiden-technology-series-a--c7e07f20,1,Sinovation Ventures,Early Stage Venture,Sinovation Ventures,Series A,2,9500000,USD,9500000,,,,27500000,USD,27500000,Yes,,http://www.yadingdata.com,,Early Stage Venture,1,"126,418"
2019-01-01,V Light is an interest social app.,V Light,https://www.crunchbase.com/organization/v-light,Apps,"Beijing, Beijing, China, Asia",Series A - V Light,https://www.crunchbase.com/funding_round/v-light-series-a--6437b630,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series A,3,2500000,USD,2500000,,,,10500000,USD,10500000,Yes,,http://www.vlightv.com,,Early Stage Venture,1,"127,006"
2018-12-21,Kactus Biosystems is a biotechnology company that designs and manufactures high-quality and bioactive recombinant proteins.,Kactus Biosystems,https://www.crunchbase.com/organization/kactus-biosystems,"Biotechnology, Health Care","Shanghai, Shanghai, China, Asia",Seed Round - Kactus Biosystems,https://www.crunchbase.com/funding_round/kactus-biosystems-seed--dc10bad8,1,Divine Capital,Seed,Divine Capital,Seed,2,4350000,USD,4350000,,,,30677458,USD,30677458,Yes,,https://www.kactusbio.com,$1M to $10M,Early Stage Venture,,"127,413"
2019-03-01,Ins Health is a health and medical insurance management platform.,Ins Health,https://www.crunchbase.com/organization/ins-health,"Health Insurance, InsurTech, Life Insurance","Huangpu, Shanghai, China, Asia",Seed Round - Ins Health,https://www.crunchbase.com/funding_round/ins-health-seed--9a44fff7,1,Zhongjin Huicai,Seed,Zhongjin Huicai,Seed,4,,,,,,,,,,Yes,,https://www.inshealth.cn,,Early Stage Venture,,"130,059"
2019-03-06,LAI SAN JIN is a social retail platform for agricultural specialty products.,LAI SAN JIN,https://www.crunchbase.com/organization/lai-san-jin,"Agriculture, E-Commerce, Internet, Retail","Xiamen, Fujian, China, Asia",Angel Round - LAI SAN JIN,https://www.crunchbase.com/funding_round/lai-san-jin-angel--a7a36375,1,LongLing Capital,Seed,LongLing Capital,Angel,2,,,,,,,20000000,CNY,2867301,Yes,,http://www.laisanjin.com,,Seed,,"130,700"
2018-12-26,JSD provides substitution machine for the medical industry.,JSD,https://www.crunchbase.com/organization/jsd,"Health Care, Medical Device, Robotics","Chengdu, Sichuan, China, Asia",Series A - JSD,https://www.crunchbase.com/funding_round/jsd-series-a--e2dfe858,1,Shuimu Dongfang Yiyong Jiqiren,Early Stage Venture,Shuimu Dongfang Yiyong Jiqiren,Series A,3,10000000,CNY,1449464,,,,13000000,CNY,1890806,Yes,,http://en.jsdall.com,,Early Stage Venture,,"131,879"
2019-01-04,RUHR is a security internet of things solutions provider company.,RUHR,https://www.crunchbase.com/organization/ruhr,"Information Technology, Internet of Things, Security","Hangzhou, Zhejiang, China, Asia",Series A - RUHR,https://www.crunchbase.com/funding_round/ruhr-series-a--cef2d789,1,Nanli Investment,Early Stage Venture,Nanli Investment,Series A,3,10000000,CNY,1455689,,,,113000000,CNY,17523809,Yes,,http://www.ruhrtec.com/,,Early Stage Venture,,"132,598"
2019-03-19,Cuiying Chemical is a photochromic material developer.,Cuiying Chemical,https://www.crunchbase.com/organization/cuiying-chemical,Building Material,"Ningbo, Zhejiang, China, Asia",Angel Round - Cuiying Chemical,https://www.crunchbase.com/funding_round/cuiying-chemical-angel--d6b01183,1,Ningbo Angel Capital Guiding Fund,Seed,Ningbo Angel Capital Guiding Fund,Angel,2,4000000,CNY,595956,,,,4000000,CNY,595956,Yes,,https://www.xg-nb.com/,,Early Stage Venture,,"131,315"
2019-03-01,ANYKA is an electronic chip manufacturing company.,ANYKA,https://www.crunchbase.com/organization/anyka,"Electronics, Hardware, Manufacturing","Guangzhou, Guangdong, China, Asia",Series B - ANYKA,https://www.crunchbase.com/funding_round/anyka-series-b--92271117,3,"Chunyang Capital, Hua Capital, Jingxiang Capital",Early Stage Venture,,Series B,8,,,,,,,83000000,CNY,12394594,Yes,,http://www.anyka.com/,,Late Stage Venture,,"133,348"
2019-01-01,Turing Medical focuses on the development and operation of intelligent innovative surgical equipment.,Turing Medical,https://www.crunchbase.com/organization/turing-medical,"Biotechnology, Manufacturing, Medical","Fangshan, Beijing, China, Asia",Seed Round - Turing Medical,https://www.crunchbase.com/funding_round/turing-medical-seed--07ad1330,1,Ferry Venture Capital,Seed,,Seed,2,,,,,,,,,,Yes,,http://www.turingmedical.cn/,,,,"137,664"
2019-03-19,Little Bear Rental  is an office IT equipment rental service company.,Little Bear Rental,https://www.crunchbase.com/organization/little-bear-rental,Enterprise,"Shenzhen, Guangdong, China, Asia",Series A - Little Bear Rental,https://www.crunchbase.com/funding_round/little-bear-rental-series-a--b3b769d8,2,"Fortune Venture Capital, GreatWall Fund",Early Stage Venture,"Fortune Venture Capital, GreatWall Fund",Series A,6,150000000,CNY,22348366,,,,32380366,USD,32380366,Yes,,https://www.bearrental.com,$100M to $500M,IPO,,"146,248"
2019-03-08,"WM Motor is an automotive company that designs, manufactures, develops, and markets battery-operated electric vehicles.",WM Motor,https://www.crunchbase.com/organization/wm-motor,"Automotive, Autonomous Vehicles, Electric Vehicle, Manufacturing","Shanghai, Shanghai, China, Asia",Series C - WM Motor,https://www.crunchbase.com/funding_round/wm-motor-series-c--423cc5b0,3,"Baidu, Linear Venture, Taihang Industrial Fund",Late Stage Venture,Baidu,Series C,8,3000000000,CNY,446328944,,,,5316399622,USD,5316399622,Yes,,http://www.wm-motor.com,$10M to $50M,M&A,,"147,103"
2019-01-01,Tensortec is a computer software company for the safety control system.,Tensortec,https://www.crunchbase.com/organization/tensortec,"Automotive, Electronics, Software","Shenzhen, Guangdong, China, Asia",Seed Round - Tensortec,https://www.crunchbase.com/funding_round/tensortec-seed--a28bad39,2,"Founder H Fund, XBOTPARK Jijin",Seed,,Seed,3,3000000,CNY,436142,,,,88000000,CNY,12515373,Yes,,http://www.tensortec.net/,$1M to $10M,Early Stage Venture,,"147,808"
2019-01-01,Apeman Innovation Technology engages in operating consumer brands.,Apeman Innovation Technology,https://www.crunchbase.com/organization/apeman-innovation-technology,"Artificial Intelligence (AI), Consumer Goods, Home Appliances, Smart Home","Shenzhen, Guangdong, China, Asia",Venture Round - Apeman Innovation Technology,https://www.crunchbase.com/funding_round/apeman-innovation-technology-series-unknown--db406446,2,"Enlight Growth Partners, Hongtai Capital Holdings",,,Venture - Series Unknown,2,,,,,,,,,,Yes,,https://apemans.com/,$1B to $10B,,,"156,852"
2019-01-01,Noconda Pharmaceutical is a pharmaceutical company that specializes in development of formula foods for special medical purposes.,Noconda Pharmaceutical,https://www.crunchbase.com/organization/noconda-pharmaceutical,"Biopharma, Medical, Pharmaceutical","Beijing, Beijing, China, Asia",Private Equity Round - Noconda Pharmaceutical,https://www.crunchbase.com/funding_round/noconda-pharmaceutical-private-equity--04ec4b4c,1,Yunhao Capital,Private Equity,,Private Equity,2,,,,,,,180000000,CNY,24760647,Yes,,https://www.nkdpharm.com,,Private Equity,,"159,259"
2019-03-17,Hitomorrow is a food e-commerce company that provides ready to cook meals.,Hitomorrow,https://www.crunchbase.com/organization/hitomorrow,"E-Commerce, Food and Beverage, Food Processing, Restaurants","Hangzhou, Zhejiang, China, Asia",Series B - Hitomorrow,https://www.crunchbase.com/funding_round/hitomorrow-series-b--e17e0b75,3,"Kaiheng Investment Management, Tiger Cub Funds, Toutoushidao Capital",Early Stage Venture,,Series B,3,,,,,,,15000000,USD,15000000,Yes,,http://www.dahiti.com/,,Early Stage Venture,,"160,688"
2019-01-01,Xiansheng Yecai is a provider of domestic data intelligence services.,Xiansheng Yecai,https://www.crunchbase.com/organization/xiansheng-yecai,"Cloud Computing, Data Management, SaaS, Software","Shanghai, Shanghai, China, Asia",Venture Round - Xiansheng Yecai,https://www.crunchbase.com/funding_round/xiansheng-yecai-series-unknown--bc3f94e5,1,Ivy Capital,,,Venture - Series Unknown,2,,,,,,,,,,Yes,,https://www.deepfinance.com/,,,,"162,251"
2019-01-01,Aldoc Technology specializes in the research and manufacturing of nano-technology related electric heating components.,Aldoc Technology,https://www.crunchbase.com/organization/aldoc-technology,"Electronics, Manufacturing, Nanotechnology","Wuhu, Anhui, China, Asia",Venture Round - Aldoc Technology,https://www.crunchbase.com/funding_round/aldoc-technology-series-unknown--454cc584,1,Welight Capital,,,Venture - Series Unknown,2,,,,,,,,,,Yes,,http://en.aldoctech.com/,,Early Stage Venture,,"162,413"
2019-01-08,Zhongnong Puhui specializes in agricultural plantation management services.,Zhongnong Puhui,https://www.crunchbase.com/organization/zhongnong-puhui,"Agriculture, AgTech, Big Data, Farming, Internet","Xicheng, Hebei, China, Asia",Seed Round - Zhongnong Puhui,https://www.crunchbase.com/funding_round/zhongnong-puhui-seed--642f1a5d,2,"Baize Capital, CE Innovation Capital",Seed,,Seed,3,40000000,CNY,5836745,,,,10806198,USD,10806198,Yes,,http://www.znphjf.com,$10M to $50M,,,"164,108"
2019-01-01,"Poolin is a multi-cryptocurrency mining pool, custodial wallet, block explorer and transaction accelerator.",Poolin,https://www.crunchbase.com/organization/poolin,"Bitcoin, Cryptocurrency, Financial Services, Information Technology","Beijing, Beijing, China, Asia",Private Equity Round - Poolin,https://www.crunchbase.com/funding_round/poolin-private-equity--22e90374,1,INBlockchain,Private Equity,,Private Equity,2,,,,,,,10000000,USD,10000000,Yes,,https://www.poolin.com,$1M to $10M,,,"166,657"
2019-01-01,"Vinchin provides high efficiency, reliable and affordable VM backup, instant recovery and disaster recovery for VMware, Xenserver and KVM",Vinchin,https://www.crunchbase.com/organization/vinchin,"Computer, Data Storage, Enterprise Software, Information Technology, Security, Software, Virtualization","Chengdu, Sichuan, China, Asia",Venture Round - Vinchin,https://www.crunchbase.com/funding_round/vinchin-series-unknown--c26e8294,1,Fi Capital,,,Venture - Series Unknown,2,,,,,,,10000000,CNY,1577287,Yes,,https://www.vinchin.com,$500M to $1B,Early Stage Venture,,"167,604"
2019-03-20,Xizi Education is an online 12k educational service platform,Xizi Education,https://www.crunchbase.com/organization/xizi-education,"E-Learning, Education","Haidian, Beijing, China, Asia",Seed Round - Xizi Education,https://www.crunchbase.com/funding_round/xizi-education-seed--27f814e7,1,Gene Capital,Seed,,Seed,3,,,,,,,22000000,USD,22000000,Yes,,http://xizi-ai.com/,$10M to $50M,Early Stage Venture,,"168,283"
2019-01-01,Comwin Automation is a flat panel display modules manufacturing and marketing company.,Comwin Automation,https://www.crunchbase.com/organization/shenzhen-comwin-automation-technology,"Electronic Design Automation (EDA), Electronics, Manufacturing, Product Research","Shenzhen, Guangdong, China, Asia",Venture Round - Comwin Automation,https://www.crunchbase.com/funding_round/shenzhen-comwin-automation-technology-series-unknown--68764a14,1,Fi Capital,,,Venture - Series Unknown,2,,,,,,,,,,Yes,,http://www.szcomwin.com/,,Early Stage Venture,,"168,627"
