Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2022-01-01,"Centrymed focuses on the field of tumor treatment, and its self-developed dual-antibody platform.",Centrymed,https://www.crunchbase.com/organization/centrymed,"Biotechnology, Health Care, Health Diagnostics, Manufacturing, Medical, Medical Device, Pharmaceutical, Product Research","Hangzhou, Zhejiang, China, Asia",Series A - Centrymed,https://www.crunchbase.com/funding_round/centrymed-series-a--79dde15d,8,"Anji Maisheng, Binjiang District Government Fund Hang Gao Investment, Cybernaut Venture Capital, Guangzhou Yue Min Investment, Hangzhou Chengtou, HongXin Venture Capital, TaiKun Fund, Yip's Chemical Holdings",Early Stage Venture,TaiKun Fund,Series A,2,,,,,,,,,,Yes,,http://www.centrymed.com/,$1M to $10M,Early Stage Venture,,"52,188"
2022-01-04,Bichen Pharmaceutical is a small-molecule tumor-targeted drug developer for the treatment of various malignant tumors and brain metastases.,Bichen Pharmaceutical,https://www.crunchbase.com/organization/bichen-pharmaceutical,"Biopharma, Health Care, Medical, Pharmaceutical","Shanghai, Shanghai, China, Asia",Series B - Bichen Pharmaceutical,https://www.crunchbase.com/funding_round/bichen-pharmaceutical-series-b--c59f846e,9,"Baidu Ventures, Delta Capital, Highlight Capital, Honghui Capital, Kaitai Capital, Photon Fund, Sincere Capital, Tongde Capital, Viva BioInnovator",Early Stage Venture,"Highlight Capital, Photon Fund",Series B,2,30000000,USD,30000000,,,,50000000,USD,50000000,Yes,,http://www.abmtx.com,,Early Stage Venture,,"52,364"
2021-12-28,Vision Pharmaceutical l is a high-tech enterprise dedicated to the research and development of anti-drug resistance drugs.,Vision Pharmaceutical,https://www.crunchbase.com/organization/vision-pharmaceutical,"Biotechnology, Health Care, Medical, Pharmaceutical","Wuhan, Hubei, China, Asia",Seed Round - Vision Pharmaceutical,https://www.crunchbase.com/funding_round/vision-pharmaceutical-seed--99c31a55,3,"Jincheng Rongchuang, Wenzhou Capital, Zhangke Herun Venture Capital Fund",Seed,"Wenzhou Capital, Zhangke Herun Venture Capital Fund",Seed,2,100000000,CNY,15701792,,,,103000000,CNY,16135671,Yes,,http://wvpharm.com,,Seed,,"52,834"
2022-02-22,NewMe is an e-commerce platform which specializes in the sale of home and garden furnishing products.,NewMe,https://www.crunchbase.com/organization/newme,"E-Commerce, Furniture, Home and Garden, Home Decor, Retail","Shanghai, Shanghai, China, Asia",Angel Round - NewMe,https://www.crunchbase.com/funding_round/newme-angel--eb03c111,2,"Huaying Capital, Meridian Capital Asia",Seed,Meridian Capital Asia,Angel,2,,,,,,,,,,Yes,,http://www.newme.cc,,Seed,1,"52,845"
2022-02-09,VR,Chenjing Tech,https://www.crunchbase.com/organization/chenjing-tech,,"Guangzhou, Guangdong, China, Asia",Series A - Chenjing Tech,https://www.crunchbase.com/funding_round/chenjing-tech-series-a--a59adb5a,8,"37 Interactive Entertainment, BV Capital Partners, Eight Roads Ventures, Fidelity, Fosun International, IDG Capital, Oppo, Sunwoda Electronic",Early Stage Venture,IDG Capital,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,,"53,412"
2022-03-27,Nanjing Orui Pharmaceutical focuses on research and development of antiviral drugs with unique ideas.,Nanjing Orui Pharmaceutical,https://www.crunchbase.com/organization/nanjing-orui-pharmaceutical,"Biopharma, Biotechnology, Pharmaceutical","Jiangbei, Chongqing, China, Asia",Seed Round - Nanjing Orui Pharmaceutical,https://www.crunchbase.com/funding_round/nanjing-orui-pharmaceutical-seed--22597366,4,"Ennovation Ventures, Ruihe Capital, Tongde Capital, Yuandong Biological Investment Management",Seed,"Ennovation Ventures, Tongde Capital",Seed,1,100000000,CNY,15707958,,,,100000000,CNY,15707958,Yes,,http://aubrak.com/,,Seed,,"54,237"
2021-12-24,QureBio focuses on the research and development of innovative macromolecular biopharmaceuticals.,QureBio,https://www.crunchbase.com/organization/qurebio,"Biotechnology, Health Care, Medical, Pharmaceutical","Shanghai, Shanghai, China, Asia",Series B - QureBio,https://www.crunchbase.com/funding_round/qurebio-series-b--74d2edae,8,"BOCOM International, Guoshun Investment, Lihe Hongxin, Longmen Capital, New Value Capital, Oriza Holdings, Spinnotec, Viva BioInnovator",Early Stage Venture,BOCOM International,Series B,2,199000000,CNY,31251963,,,,209000000,CNY,32669880,Yes,,http://www.qurebio.com,,Early Stage Venture,,"54,316"
2021-12-20,Maisi Technology is a digital and internet industry chain platform provider on building construction steel lifecycle management.,Maisi Technology,https://www.crunchbase.com/organization/maisi-technology,"Big Data, Building Material, Construction, Digital Media, SaaS, Software, Software Engineering","Haidian, Beijing, China, Asia",Series A - Maisi Technology,https://www.crunchbase.com/funding_round/maisi-technology-series-a--45e80c0a,1,Albatross Venture,Early Stage Venture,Albatross Venture,Series A,1,10000000,CNY,1568455,,,,10000000,CNY,1568455,Yes,,https://www.rmes.cn/index.html,,Early Stage Venture,,"54,376"
2022-02-28,Tianyu Healthcare is a tech-enabled platform providing door-to-door elderly care services.,Tianyu Healthcare,https://www.crunchbase.com/organization/tianyu-healthcare,"Elder Care, Health Care, Health Insurance","Shanghai, Shanghai, China, Asia",Series A - Tianyu Healthcare,https://www.crunchbase.com/funding_round/tianyu-healthcare-series-a--23950204,4,"Eastern Bell Capital, Hillhouse Investment, Long Hill Capital, Wanwu Capital",Early Stage Venture,Long Hill Capital,Series A,3,20000000,USD,20000000,,,,20000000,USD,20000000,Yes,,http://www.tianyucare.com/,,,1,"54,835"
2021-12-20,Lehe Food is an e-commerce platform dedicated to the distribution of fresh food and various ingredients.,Lehe Food,https://www.crunchbase.com/organization/lehe-food,"Agriculture, Food and Beverage, Supply Chain Management","Guangzhou, Guangdong, China, Asia",Series E - Lehe Food,https://www.crunchbase.com/funding_round/lehe-food-series-e--af0f8cd9,4,"CDH Investments, Eastern Bell Capital, Longzhu Capital, Xingtuo Capital",Late Stage Venture,"CDH Investments, Eastern Bell Capital",Series E,6,16000000,USD,16000000,,,,115304735,USD,115304735,Yes,,http://www.le-he.com,$50M to $100M,Late Stage Venture,3,"55,149"
2022-03-30,"Baibaojun provides users with rich and diverse insurance industry news and trends, and transmits insurance knowledge.",Baibaojun,https://www.crunchbase.com/organization/baibaojun,"Blockchain, Finance, FinTech","Shanghai, Shanghai, China, Asia",Seed Round - Baibaojun,https://www.crunchbase.com/funding_round/baibaojun-seed--d0f7c616,4,"Green Orange Deer Capital, Panda Capital, Tiger Capital, Volcanics Venture",Seed,"Green Orange Deer Capital, Tiger Capital",Seed,1,50000000,CNY,7876869,,,,50000000,CNY,7876869,Yes,,https://www.bbinsure.cn/,,Seed,1,"55,200"
2022-03-21,Defeng Technology is a full-stack industrial IoT solution provider.,Defeng Technology,https://www.crunchbase.com/organization/defeng-technology,"Cloud Computing, Internet, Internet of Things, Manufacturing","Jinan, Shandong, China, Asia",Series C - Defeng Technology,https://www.crunchbase.com/funding_round/defeng-technology-series-c--c0228cdf,4,"Dianshi Zichan, Everest Venture Capital, Founder H Fund, Jinshi Investment",Late Stage Venture,Jinshi Investment,Series C,2,,,,,,,80000000,CNY,11317979,Yes,,http://www.deltaphone.com.cn/index,,Late Stage Venture,,"55,516"
2022-03-22,"XMIRROR provides security services for finance, cloud services, and transportation services.",XMIRROR,https://www.crunchbase.com/organization/xmirror,"Cloud Computing, Cloud Security, Network Security","Haidian, Beijing, China, Asia",Series B - XMIRROR,https://www.crunchbase.com/funding_round/xmirror-series-b--352c440e,3,"GGV Capital, HSG, Source Code Capital",Early Stage Venture,Source Code Capital,Series B,3,,,,,,,23000000,CNY,3276901,Yes,,https://www.xmirror.cn/,,Early Stage Venture,3,"55,512"
2022-03-14,Medilink Therapeutics is a biotech company focusing on next-generation antibody-drug conjugate Research & development.,Medilink Therapeutics,https://www.crunchbase.com/organization/medilink-therapeutics,"Biotechnology, Genetics, Therapeutics","Suzhou, Jiangsu, China, Asia",Series B - Medilink Therapeutics,https://www.crunchbase.com/funding_round/medilink-therapeutics-series-b--ff5481db,5,"Highlight Capital, Legend Capital, Loyal Valley Capital, LYFE Capital, Qiming Venture Partners",Early Stage Venture,"LYFE Capital, Qiming Venture Partners",Series B,2,70000000,USD,70000000,351000000,USD,351000000,120000000,USD,120000000,Yes,,https://www.medilinkthera.com,$10M to $50M,Early Stage Venture,4,"55,603"
2022-03-18,Jiaqing Information is an independent research and development private high-tech enterprise that masters core technologies.,Jiaqing Information,https://www.crunchbase.com/organization/jiaqing-information,"Artificial Intelligence (AI), Enterprise Applications, Enterprise Resource Planning (ERP), Product Research","Suzhou, Jiangsu, China, Asia",Series A - Jiaqing Information,https://www.crunchbase.com/funding_round/jiaqing-information-series-a--d294152c,3,"Shenzhen Yongpan Capital, SR Capital, Suzhou International Development Venture Capital",Early Stage Venture,SR Capital,Series A,1,10000000,CNY,1572030,,,,10000000,CNY,1572030,Yes,,http://www.gatitech.com.cn,,Early Stage Venture,,"55,658"
2022-02-10,Chilye is a supplier of high-voltage electrical and distribution management for electric vehicles.,Chilye,https://www.crunchbase.com/organization/chilye,"Electric Vehicle, Manufacturing, Supply Chain Management","Suzhou, Jiangsu, China, Asia",Series C - Chilye,https://www.crunchbase.com/funding_round/chilye-series-c--cba8177f,4,"Oriza Holdings, Shanghai Zhangjiang Leading Qifan Venture Capital, Xiaomi, Yonghua Capital",Late Stage Venture,Xiaomi,Series C,5,100000000,CNY,15737870,,,,133000000,CNY,20654354,Yes,,http://www.chilye.com,$1M to $10M,,3,"55,945"
2022-02-08,Common Mode Semiconductor focuses on research and development and sales of high-performance analog circuits.,Common Mode Semiconductor,https://www.crunchbase.com/organization/common-mode-semiconductor,"Electronic Design Automation (EDA), Manufacturing, Semiconductor","Suzhou, Jiangsu, China, Asia",Seed Round - Common Mode Semiconductor,https://www.crunchbase.com/funding_round/common-mode-semiconductor-seed--ab1cd6a5,5,"DB Investment, Life Garden Venture capital, Oriza Prior, Suzhou Science & Technology City Development, Wuyuefeng Science and Technology Innovation",Seed,"Life Garden Venture capital, Oriza Prior",Seed,2,,,,,,,100000000,CNY,13702196,Yes,,http://www.gongmosemi.com/,,Early Stage Venture,2,"56,003"
2022-03-03,CytoNiche is a 3D bionic cell technology company.,CytoNiche,https://www.crunchbase.com/organization/cytoniche,"3D Technology, Biotechnology, Health Care, Life Science","Beijing, Beijing, China, Asia",Series B - CytoNiche,https://www.crunchbase.com/funding_round/cytoniche-series-b--160ee3e2,11,"3E Bioventures, Aibo Qingshi Venture Capital Fund, Bencao Capital, CICC Qide, DT Capital Partners, Gaorong Capital, Hongtai Capital Holdings, Hongtai Fund, Sinopharm Capital, Sinovac Biotech, Yijing Capital",Early Stage Venture,"CICC Qide, Gaorong Capital",Series B,4,300000000,CNY,47466101,,,,47476101,USD,47476101,Yes,,http://www.cytoniche.com/,$10M to $50M,Early Stage Venture,4,"56,175"
2022-02-07,Glazero Technology Glazero is a home security technology product developer.,Glazero Technology,https://www.crunchbase.com/organization/glazero,Smart Home,"Shenzhen, Guangdong, China, Asia",Series A - Glazero Technology,https://www.crunchbase.com/funding_round/glazero-series-a--702b5878,2,"Qi Biqiu Shi Investment Management, Seas Capital",Early Stage Venture,Qi Biqiu Shi Investment Management,Series A,4,50000000,CNY,7858793,,,,50000000,CNY,7858793,Yes,,https://www.aosulife.com/,,Early Stage Venture,,"56,217"
2022-03-31,Reliable Med is a medical device developer.,Reliable Med,https://www.crunchbase.com/organization/reliable-med,"Health Care, Health Diagnostics, Medical, Medical Device","Hangzhou, Zhejiang, China, Asia",Series A - Reliable Med,https://www.crunchbase.com/funding_round/reliable-med-series-a--56e0f7c5,5,"CD Capital, CPE, Legend Capital, Morning Spring Venture, Xiaochi Capital",Early Stage Venture,CPE,Series A,3,15000000,USD,15000000,,,,31261224,USD,31261224,Yes,,http://www.reliablemed.cn/,,Early Stage Venture,1,"56,449"
2022-01-28,HanBio Therapeutics is a biotechnology company committed to researching and developing next generation transformative medicines.,HanBio Therapeutics,https://www.crunchbase.com/organization/hanbio-therapeutics,"Biotechnology, Therapeutics","Shanghai, Shanghai, China, Asia",Series A - HanBio Therapeutics,https://www.crunchbase.com/funding_round/hanbio-therapeutics-series-a--d7399de8,5,"Elikon Venture, Hankang Capital, Lichen Capital, OrbiMed, Yonghua Capital",Early Stage Venture,"Hankang Capital, OrbiMed",Series A,1,40000000,USD,40000000,,,,40000000,USD,40000000,Yes,,,,Early Stage Venture,3,"57,161"
2022-01-06,"Virtue Diagnostics is an innovative IVD company focused on infectious disease, cancer, and chronic diseases.",Virtue Diagnostics,https://www.crunchbase.com/organization/virtue-diagnostics,"Health Care, Health Diagnostics, Medical","Shanghai, Shanghai, China, Asia",Series B - Virtue Diagnostics,https://www.crunchbase.com/funding_round/virtue-diagnostics-series-b--d5d6cedf,5,"HSG, Lilly Asia Ventures, Morningside, Oriza Holdings, PerkinElmer",Early Stage Venture,"HSG, Morningside",Series B,2,100000000,USD,100000000,,,,130000000,USD,130000000,Yes,,http://virtuedx.com,$1M to $10M,Early Stage Venture,2,"57,464"
2022-03-02,Lichi Medical Technology is a B2B dental procurement platform.,Lito Medical,https://www.crunchbase.com/organization/lito-medical,Health Care,"Minhang, Shanghai, China, Asia",Series A - Lito Medical,https://www.crunchbase.com/funding_round/lito-medical-series-a--04313920,2,"Jinyi Capital, Nexus Point",Early Stage Venture,"Jinyi Capital, Nexus Point",Series A,1,60000000,USD,60000000,,,,60000000,USD,60000000,Yes,,https://www.lichidental.com/,,Early Stage Venture,,"57,480"
2022-03-05,"Jingweida Automobile focuses on research and development of drive-by-wire chassis and intelligent collision avoidance technology,",Jingweida Automobile,https://www.crunchbase.com/organization/jingweida-automobile,"Automotive, Manufacturing","Lishui, Jiangsu, China, Asia",Seed Round - Jingweida Automobile,https://www.crunchbase.com/funding_round/jingweida-automobile-seed--a7cfb042,3,"Bondshine Capital, Golden Rain Bogor, Seashell Capital",Seed,"Bondshine Capital, Golden Rain Bogor, Seashell Capital",Seed,2,,,,,,,100000000,CNY,13828198,Yes,,http://www.jwd-auto.com/,,Early Stage Venture,3,"57,849"
