Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2023-07-06,"Zhentai Energy is a hightech enterprise that develops high-temperature fuel cell cells, stacks and their integrated application systems.",Zhentai Energy,https://www.crunchbase.com/organization/zhentai-energy,"Energy, Energy Storage","Lishui, Zhejiang, China, Asia",Seed Round - Zhentai Energy,https://www.crunchbase.com/funding_round/zhentai-energy-seed--855b1fa2,6,"Glory Ventures, Hangzhou Boiler Group, Lishui State Investment, Tsinghua Innovation Ventures, Wuchan Zhongda Group, Yueke Capital",Seed,"Glory Ventures, Wuchan Zhongda Group",Seed,1,100000000,CNY,13792723,,,,100000000,CNY,13792723,Yes,,http://www.z-etech.com/,,Seed,1,"51,163",
2023-08-15,Peifeng Tunan offers comprehensive solutions for fabs that helps in R&D and manufacturing of full-process EDA software.,Peifeng Tunan,https://www.crunchbase.com/organization/peifeng-tunan,"Enterprise Software, SaaS, Service Industry, Software","Suzhou, Jiangsu, China, Asia",Series A - Peifeng Tunan,https://www.crunchbase.com/funding_round/peifeng-tunan-series-a--a4040172,3,"Huichuan Technology, Nanotrend Capital, Yongxin Capital",Early Stage Venture,Huichuan Technology,Series A,3,,,,,,,526100,CNY,76157,Yes,,,,Early Stage Venture,,"51,214",
2023-07-26,EYIMU is a Professional Data Intelligence Farm Solution provider that has created a SaaS solution for precision dairy farming.,EYIMU,https://www.crunchbase.com/organization/eyimu,"Database, Service Industry","Beijing, Beijing, China, Asia",Angel Round - EYIMU,https://www.crunchbase.com/funding_round/eyimu-angel--564fcab0,1,Linear Capital,Seed,Linear Capital,Angel,1,1440000,USD,1440000,,,,1440000,USD,1440000,Yes,,http://eyimu.com,Less than $1M,Seed,1,"51,838",
2023-07-14,Pangu Robotics is specialized in providing medical education and training solutions.,Pangu Robotics,https://www.crunchbase.com/organization/pangu-robotics,"Education, Medical, Training","Qiandao, Shandong, China, Asia",Seed Round - Pangu Robotics,https://www.crunchbase.com/funding_round/pangu-robotics-seed--c8c5756d,1,DaYou Capital,Seed,DaYou Capital,Seed,1,,,,,,,,,,Yes,,https://www.simulative.com/,,Seed,,"52,701",
2023-05-15,Hongyun Biotech is a biotech company that promotes therapeutic innovation based on structural pharmacology.,Hongyun Biotech,https://www.crunchbase.com/organization/hongyun-biotech,"Biotechnology, Therapeutics","Nanjing, Jiangsu, China, Asia",Series B - Hongyun Biotech,https://www.crunchbase.com/funding_round/hongyun-biotech-series-b--a6ad7a1c,5,"Lotus Lake Ventures, Renjin Investment, Sherpa Healthcare Partners, Taizhou Angel Fund, Taizhou Huayin Financial Investment",Early Stage Venture,"Lotus Lake Ventures, Taizhou Huayin Financial Investment",Series B,4,100000000,CNY,14383108,,,,270000000,CNY,40007463,Yes,,http://en.redcloudbio.com/,$1M to $10M,Early Stage Venture,5,"53,660",
2023-08-09,Neurophth is China's first gene therapy company for ophthalmic diseases.,Neurophth Therapeutics,https://www.crunchbase.com/organization/neurophth-therapeutics,"Biotechnology, Life Science","Wuhan, Hubei, China, Asia",Series C - Neurophth Therapeutics,https://www.crunchbase.com/funding_round/neurophth-therapeutics-series-c--90e5f16f,12,"BGI Group, Changjiang Industrial Investment Group, CMB International Capital Corporation, CMG-SDIC Capital Management, Fosun International, Guangzhou Finance Holdings, HSG, Optics Valley Financial Holdings, SDIC Fund Management, Wuhan High-Tech, Wuhan optics valley health, Zhejiang Paradise",Late Stage Venture,"CMB International Capital Corporation, Guangzhou Finance Holdings, Optics Valley Financial Holdings, Wuhan High-Tech, Wuhan optics valley health",Series C,5,700000000,CNY,97096806,,,,237394768,USD,237394768,Yes,,https://www.neurophth.com/,$100M to $500M,Late Stage Venture,2,"54,056",
2023-07-24,Eight Cows specializes in fresh soft beef jerky.,Eight Cows,https://www.crunchbase.com/organization/eight-cows,"Catering, Food and Beverage, Food Processing, Restaurants","Nanjing, Jiangsu, China, Asia",Angel Round - Eight Cows,https://www.crunchbase.com/funding_round/eight-cows-angel--5f0f64a5,2,"Weiai Investment, Xinyuan Capital",Seed,,Angel,2,,,,,,,,,,Yes,,http://www.bazhiniu.com/,,Seed,,"54,283",
2023-09-05,"Xinsen Electronics focuses on the research and development, production, sales and service of sensors, sensor chips and high-end sensors.",Xinsen Electronics,https://www.crunchbase.com/organization/xinsen-electronics,"Electronics, Manufacturing, Sensor","Baodi, Tianjin, China, Asia",Series A - Xinsen Electronics,https://www.crunchbase.com/funding_round/xinsen-electronics-series-a--4b10bd42,2,"Ying Capital, Zhengling Holdings",Early Stage Venture,Ying Capital,Series A,1,,,,,,,,,,Yes,,http://chipsensor.cn,,Early Stage Venture,,"54,314",
2023-05-22,VJTbio is a biotechnology company that designs and develops cell protein drugs for animal breeding and disease prevention.,VJTbio,https://www.crunchbase.com/organization/vjtbio,"Biopharma, Biotechnology, Manufacturing, Pharmaceutical, Veterinary","Haidian, Beijing, China, Asia",Series C - VJTbio,https://www.crunchbase.com/funding_round/vjtbio-series-c--e9d02f81,8,"Beijing Capital Science and Technology Development Group, China Life Private Equity Investment, FC Capital, Guangdong Shunde Kechuang, SDIC Venture Capital, Shanghai STVC Group, Xinshang Capital, Zhongguancun Science City Science",Late Stage Venture,China Life Private Equity Investment,Series C,2,,,,,,,,,,Yes,,https://www.vjtbio.com/,,Late Stage Venture,1,"54,403",
2023-08-09,Zhiwei Technology provides microporous foam sheets made of polymer supercritical microcellular foaming that are lightweight and durable.,Zhiwei Technology,https://www.crunchbase.com/organization/zhiwei-technology,"Advanced Materials, Chemical, Service Industry","Ningbo, Zhejiang, China, Asia",Venture Round - Zhiwei Technology,https://www.crunchbase.com/funding_round/zhiwei-technology-series-unknown--37048650,4,"Haibang Capital, Ningbo Intellectual Property Operation Fund, Ningbo Pengyuan Capital, Rich Land Capital",,"Haibang Capital, Rich Land Capital",Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.micro-foam.com/,,,,"54,743",
2023-05-14,"Ai Ma Biology is a small RNA nucleic acid drug developer, dedicated to the transformation of achievements in the field of biosynthesis.",Ai Ma Biology,https://www.crunchbase.com/organization/ai-ma-biology,Biotechnology,"Shenzhen, Guangdong, China, Asia",Angel Round - Ai Ma Biology,https://www.crunchbase.com/funding_round/ai-ma-biology-angel--43f06b02,5,"CDH Investments, Dingxin Capital, Guangzhou Yuexiu Industrial Investment Fund, Nanjing University Biomedical Industry Alumni Association, Zhejiang Jingxin Pharmaceutical",Seed,"Guangzhou Yuexiu Industrial Investment Fund, Zhejiang Jingxin Pharmaceutical",Angel,2,,,,,,,10000000,CNY,1571759,Yes,,,,Seed,,"55,446",
2023-08-07,Datablau is a company focus on data asset management and operation platform.,Datablau,https://www.crunchbase.com/organization/datablau,"Analytics, Information Technology, Software","Beijing, Beijing, China, Asia",Series B - Datablau,https://www.crunchbase.com/funding_round/datablau-series-b--345f14a5,2,"Koala Fund, Linear Capital",Early Stage Venture,Koala Fund,Series B,2,,,,,,,2913668,USD,2913668,Yes,,http://www.datablau.cn,$1M to $10M,Early Stage Venture,2,"55,506",
2023-05-16,Huigou Sci & Tech is a comprehensive Internet of Things solution provider dedicated to Internet of Things technology services.,Huigou Sci & Tech,https://www.crunchbase.com/organization/huigou-sci-tech,"Artificial Intelligence (AI), Big Data, Internet of Things","Zhengzhou, Henan, China, Asia",Seed Round - Huigou Sci & Tech,https://www.crunchbase.com/funding_round/huigou-sci-tech-seed--c11dcea7,1,Quanzhou Nuoyifang Capital,Seed,Quanzhou Nuoyifang Capital,Seed,1,,,,,,,,,,Yes,,http://www.huigouiot.com,,Seed,,"56,092",
2023-05-15,"Dongde Industry focuses on the development and manufacturing of hydrogen energy equipment, which is widely utilized in fuel cell logistics.",Dongde Industry,https://www.crunchbase.com/organization/dongde-industry,"Industrial Manufacturing, Manufacturing","Yantai, Liaoning, China, Asia",Series A - Dongde Industry,https://www.crunchbase.com/funding_round/dongde-industry-series-a--3c56fefb,6,"Fortune Venture Capital, Huashi Capital, Oufu Venture Capital, Runtu Touzi, Spring Sun Capital, Wanyin Capital",Early Stage Venture,Fortune Venture Capital,Series A,2,100000000,CNY,14383108,,,,150000000,CNY,22249815,Yes,,http://dondelhee.com,,Early Stage Venture,,"56,119",
2023-06-20,Terminal Brain Technology is an AIGC distributed computing power network platform.,Terminal brain technology,https://www.crunchbase.com/organization/terminal-brain-technology,Information Technology,"Shenzhen, Guangdong, China, Asia",Seed Round - Terminal brain technology,https://www.crunchbase.com/funding_round/terminal-brain-technology-seed--8d9182ef,1,Frees Fund,Seed,Frees Fund,Seed,1,5000000,CNY,696204,,,,5000000,CNY,696204,Yes,,,,Seed,,"56,235",
2023-06-19,Zhongneng Chuang manufactures photovoltaic equipment and components and provides solar power generating technology services.,Zhongneng Chuang,https://www.crunchbase.com/organization/zhongneng-chuang,"Manufacturing, Solar","Yangzhou, Jiangsu, China, Asia",Series A - Zhongneng Chuang,https://www.crunchbase.com/funding_round/zhongneng-chuang-series-a--02801dcd,3,"Cowin Capital, Everest Venture Capital, Glory Ventures",Early Stage Venture,Everest Venture Capital,Series A,1,100000000,CNY,13963555,,,,100000000,CNY,13963555,Yes,,,,Early Stage Venture,1,"56,285",
2023-09-01,Liuxing Astronomy is an endeavor designer and operator of astronomical and cultural tourism.,Liuxing Astronomy,https://www.crunchbase.com/organization/liuxing-astronomy,"Service Industry, Travel","Zhuhai, Guangdong, China, Asia",Venture Round - Liuxing Astronomy,https://www.crunchbase.com/funding_round/liuxing-astronomy-series-unknown--b929f5c1,1,ChiFortune Venture,,ChiFortune Venture,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,,"56,292",
2023-08-23,"Sanshiyuan Technology is engaged in the R&D, production, and sale of passive optical fiber devices.",Sanshiyuan Technology,https://www.crunchbase.com/organization/sanshiyuan-technology,"Electronics, Manufacturing, Optical Communication, Telecommunications","Zhuhai, Guangdong, China, Asia",Venture Round - Sanshiyuan Technology,https://www.crunchbase.com/funding_round/sanshiyuan-technology-series-unknown--292549ce,2,"Skytrace Capital, South China Venture Capital",,"Skytrace Capital, South China Venture Capital",Venture - Series Unknown,3,,,,,,,,,,Yes,,http://www.triple-stone.cn/index.php/Index/index,,,2,"56,329",
2023-05-31,Sijian Bio is a progressive antibody research and development firm.,Sijian Bio,https://www.crunchbase.com/organization/sijian-bio,"Biotechnology, Health Care, Pharmaceutical","Pudong, Shandong, China, Asia",Series A - Sijian Bio,https://www.crunchbase.com/funding_round/sijian-bio-series-a--cf6d6716,3,"Lotus Lake Ventures, TopoScend Capital, Zhangke Herun Venture Capital Fund",Early Stage Venture,TopoScend Capital,Series A,1,100000000,CNY,14061138,,,,100000000,CNY,14061138,Yes,,,,Early Stage Venture,3,"56,449",
2023-08-08,"Deli Automobile is a new energy vehicle R&D, manufacturing, and sales firm.",Deli Automobile,https://www.crunchbase.com/organization/deli-automobile,"Automotive, Autonomous Vehicles, Manufacturing","Minhang, Shanghai, China, Asia",Series B - Deli Automobile,https://www.crunchbase.com/funding_round/deli-automobile-series-b--1ef3eb9f,5,"DAS Capital, Eucalyptus Growth Capital, Gotion High-tech, Hongjing, Huitongda",Early Stage Venture,"Eucalyptus Growth Capital, Gotion High-tech",Series B,1,700000000,CNY,96997243,,,,700000000,CNY,96997243,Yes,,http://www.neomor.com.cn/,,Early Stage Venture,,"56,551",
2023-05-18,Bangding Wisdom focuses on self-developed industrial AI modeling and simulation engines.,Bangding Wisdom,https://www.crunchbase.com/organization/bangding-wisdom,"Artificial Intelligence (AI), Industrial, Manufacturing, Oil and Gas","Shanghai, Shanghai, China, Asia",Seed Round - Bangding Wisdom,https://www.crunchbase.com/funding_round/bangding-wisdom-seed--b518c02b,2,"Green Venture Partners, Luye Investment Group",Seed,"Green Venture Partners, Luye Investment Group",Seed,1,10000000,CNY,1421242,,,,10000000,CNY,1421242,Yes,,http://www.pan-support.com/,,Seed,,"56,909",
2023-07-07,Yunzhixinan is a company that specialized in data security.,Yunzhixinan,https://www.crunchbase.com/organization/yunzhixinan,"Database, Security, Software","Zhengzhou, Henan, China, Asia",Series A - Yunzhixinan,https://www.crunchbase.com/funding_round/yunzhixinan-series-a--f4b1bedd,1,Cowin Capital,Early Stage Venture,Cowin Capital,Series A,1,,,,,,,,,,Yes,,https://www.yunzhisec.com/,,Early Stage Venture,,"56,974",
2023-06-02,SunnyXiao is a company that specializes in high-end LED lighting for film and studio production.,SunnyXiao,https://www.crunchbase.com/organization/sunnyxiao,"Film Production, Lighting, Manufacturing","Shenzhen, Guangdong, China, Asia",Series A - SunnyXiao,https://www.crunchbase.com/funding_round/sunnyxiao-series-a--0f601526,1,SZHTI Group,Early Stage Venture,SZHTI Group,Series A,1,,,,,,,,,,Yes,,https://www.sunnyxiao.com/,,Early Stage Venture,,"57,425",
2023-05-22,"Abtree is a manufacturer that specializes in R&D, production, and manufacturing of all-vanadium redox flow batteries.",Abtree,https://www.crunchbase.com/organization/abtree,"Battery, Manufacturing","Suzhou, Jiangsu, China, Asia",Angel Round - Abtree,https://www.crunchbase.com/funding_round/abtree-angel--2921c591,1,Rising Investments,Seed,Rising Investments,Angel,1,,,,,,,,,,Yes,,,,Seed,,"57,443",
2023-05-17,Youlun Vacuum is a producer of thin film deposition vacuum equipment.,Youlun Vacuum,https://www.crunchbase.com/organization/youlun-vacuum,"Manufacturing, Semiconductor","Suzhou, Jiangsu, China, Asia",Venture Round - Youlun Vacuum,https://www.crunchbase.com/funding_round/youlun-vacuum-series-unknown--317e4e4a,2,"Su Venture Capital, Suzhou International Development Venture Capital",,"Su Venture Capital, Suzhou International Development Venture Capital",Venture - Series Unknown,1,,,,,,,,,,Yes,,http://m.ylvac.com.cn,,,,"57,464",
2023-05-22,Lalazhu is an enterprise that focuses on online shopping and provides entrepreneurs and consumers with a smart new ecological platform.,Lalazhu,https://www.crunchbase.com/organization/lalazhu,"Apps, E-Commerce, Retail","Guangzhou, Guangdong, China, Asia",Seed Round - Lalazhu,https://www.crunchbase.com/funding_round/lalazhu-seed--4c2ddb2c,2,"Antarctic Private Equity Fund, Chengtai Capital",Seed,"Antarctic Private Equity Fund, Chengtai Capital",Seed,2,20000000,CNY,2843332,,,,25000000,CNY,3629113,Yes,,,,Seed,,"57,676",
2023-06-19,Terapines Technology offers high-performance RISC-V and AI infrastructure software platforms.,Terapines Technology,https://www.crunchbase.com/organization/terapines-technology,Software,"Wuhan, Hubei, China, Asia",Venture Round - Terapines Technology,https://www.crunchbase.com/funding_round/terapines-technology-series-unknown--4dee0d8c,3,"Chushang Venture Capital, Luojia Capital, Planck Venture",,Luojia Capital,Venture - Series Unknown,1,10000000,CNY,1396356,,,,10000000,CNY,1396356,Yes,,https://www.terapines.com,,,,"57,698",
2023-07-19,DATAGO offers solutions for intelligent testing services.,DATAGO,https://www.crunchbase.com/organization/datago-dad6,"Manufacturing, Service Industry","Dongcheng, Shaanxi, China, Asia",Angel Round - DATAGO,https://www.crunchbase.com/funding_round/datago-dad6-angel--7abb3b82,1,CAS Star,Seed,CAS Star,Angel,1,5000000,CNY,691850,,,,5000000,CNY,691850,Yes,,http://www.datagooo.com,,Seed,,"57,748",
2023-07-07,Zhongke Guokang is a company that provides a wide range of industrial services.,Zhongke Guokang,https://www.crunchbase.com/organization/zhongke-guokang,"Consulting, Industrial, Service Industry","Shenzhen, Guangdong, China, Asia",Series A - Zhongke Guokang,https://www.crunchbase.com/funding_round/zhongke-guokang-series-a--67f006bd,1,Beijing Shouhang Resources Saving Co,Early Stage Venture,Beijing Shouhang Resources Saving Co,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,,"57,944",
2023-06-12,Eccogene discovers and develops translational medicine in metabolic and immune-related diseases.,Eccogene,https://www.crunchbase.com/organization/eccogene,Health Care,"Shanghai, Shanghai, China, Asia",Series B - Eccogene,https://www.crunchbase.com/funding_round/eccogene-series-b--a0949623,9,"CTS Capital, Delos Capital, Elikon Venture, Huajin Capital, New Alliance Capital, Oriza Seed Capital (Oriza Yuandian), Qingsong Fund, Shanghai Zhangjiang Haocheng Venture Capital, Yufu Capital",Early Stage Venture,"New Alliance Capital, Shanghai Zhangjiang Haocheng Venture Capital",Series B,2,180000000,CNY,25190327,,,,39817267,USD,39817267,Yes,,https://www.eccogene.com/,$10M to $50M,Early Stage Venture,,"58,165",
2023-08-16,Magneto New Energy is a high-temperature superconducting motor technology company.,Magneto New Energy,https://www.crunchbase.com/organization/magneto-new-energy,"Manufacturing, Semiconductor","Minhang, Shanghai, China, Asia",Angel Round - Magneto New Energy,https://www.crunchbase.com/funding_round/magneto-new-energy-angel--3effc90e,2,"CAS Star, Xiaomiao Langcheng",Seed,CAS Star,Angel,1,10000000,USD,10000000,,,,10000000,USD,10000000,Yes,,,,Seed,,"58,491",
2023-07-10,"China Microchip provides design back-end EDA tools, manufacturing-end EDA tools, IP design, DFT design services, and back-end services.",China Microchip,https://www.crunchbase.com/organization/china-microchip,"Manufacturing, Service Industry","Shenzhen, Guangdong, China, Asia",Venture Round - China Microchip,https://www.crunchbase.com/funding_round/china-microchip-series-unknown--88c43455,2,"Essence Capital, Guangzhou Lifeng",,"Essence Capital, Guangzhou Lifeng",Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.gwxeda.com,,,,"58,509",
2023-05-13,Cytocares offers innovative drug design for antibody novel medication creation and development in the realm of tumor immunity.,Cytocares,https://www.crunchbase.com/organization/cytocares,"Biotechnology, Medical, Product Research","Shanghai, Shanghai, China, Asia",Series A - Cytocares,https://www.crunchbase.com/funding_round/cytocares-series-a--b761d5d6,5,"Bossage Genetics, Jolmo Capital, Prosperico Ventures, Shenzhen Capital Group, Tailong Investment",Early Stage Venture,"Prosperico Ventures, Shenzhen Capital Group",Series A,1,100000000,CNY,14371533,,,,100000000,CNY,14371533,Yes,,http://www.cytocares.com,$1M to $10M,Early Stage Venture,1,"58,765",
2023-05-20,"Haona New Energy focuses on the R&D and production of sodium-ion battery anode materials that are low-cost, long-lasting, and highly safe.",Haona New Energy,https://www.crunchbase.com/organization/haona-new-energy,"Battery, Manufacturing","Yancheng, Jiangsu, China, Asia",Angel Round - Haona New Energy,https://www.crunchbase.com/funding_round/haona-new-energy-angel--8c02e277,4,"Hengyi Kechuang, Xiaomiao Langcheng, Yong Sheng Green Fund, Yueda Group",Seed,Yueda Group,Angel,1,,,,,,,,,,Yes,,,,Seed,,"59,080",
2023-05-22,Moodles is a food technology company that focuses on smart food manufacturing concepts using 3D multi-material processing technology.,Moodles,https://www.crunchbase.com/organization/moodles,"3D Printing, 3D Technology, Food and Beverage, Manufacturing","Hangzhou, Zhejiang, China, Asia",Seed Round - Moodles,https://www.crunchbase.com/funding_round/moodles-seed--01440e18,4,"FineWill Capital, Galileo Ventures, GGV Capital, Zhu Peiran",Seed,Zhu Peiran,Seed,4,,,,,,,3010178,USD,3010178,Yes,,http://fooodlab.com/,,Seed,1,"59,131",
2023-09-08,Care Medical is a membrane science platform that focuses on blood purification and biopharmaceuticals.,Care Medical,https://www.crunchbase.com/organization/care-medical-3e74,"Biopharma, Health Care, Medical","Suzhou, Jiangsu, China, Asia",Series C - Care Medical,https://www.crunchbase.com/funding_round/care-medical-3e74-series-c--b80adf43,3,"CCB Equity, Neovision Capital, Shunwei Capital",Late Stage Venture,Neovision Capital,Series C,2,100000000,CNY,13618412,,,,100000000,CNY,13618412,Yes,,https://www.smtworld.com,,Late Stage Venture,1,"59,200",
2023-09-07,"Coffee Connoisseur is a coffee company that produces black coffee, SOE, milk coffee, special mixes, hand-brewed coffee, and other series.",Coffee Connoisseur,https://www.crunchbase.com/organization/coffee-connoisseur,"Food and Beverage, Sales, Supply Chain Management","Wuhan, Hubei, China, Asia",Venture Round - Coffee Connoisseur,https://www.crunchbase.com/funding_round/coffee-connoisseur-series-unknown--a033c3d0,2,"BESTORE, Juyi Touzi",,BESTORE,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,,"59,505",
2023-05-11,Lixin Automation provides intelligent production technologies for manufacturing of steel bridges.,Lixin Automation,https://www.crunchbase.com/organization/lixin-automation,Manufacturing,"Wuhan, Hubei, China, Asia",Series A - Lixin Automation,https://www.crunchbase.com/funding_round/lixin-automation-series-a--51989ea4,1,Hongtai Fund,Early Stage Venture,Hongtai Fund,Series A,1,100000000,CNY,14391181,,,,100000000,CNY,14391181,Yes,,https://www.lixinauto.com.cn,,Early Stage Venture,1,"59,716",
2023-08-01,Auditory Works is a voice noise reduction activation solution provider.,Auditory Works,https://www.crunchbase.com/organization/auditory-works,"Angel Investment, Consumer Electronics, Finance","Suzhou, Jiangsu, China, Asia",Series C - Auditory Works,https://www.crunchbase.com/funding_round/auditory-works-series-c--f78bd7f4,2,"iVision Ventures, Starlight Capital",Late Stage Venture,"iVision Ventures, Starlight Capital",Series C,3,100000000,CNY,13932428,,,,103000000,CNY,14399689,Yes,,https://auditoryworks.com/,,Late Stage Venture,,"60,155",
2023-08-23,Pixin Technology is a provider of decision-making products for medical imaging using artificial intelligence.,Pixin Technology,https://www.crunchbase.com/organization/pixin-technology,"Artificial Intelligence (AI), Medical, Medical Device","Suzhou, Jiangsu, China, Asia",Seed Round - Pixin Technology,https://www.crunchbase.com/funding_round/pixin-technology-seed--025ef8b3,3,"Jiasheng Fund, Lilly Asia Ventures, Suzhou Industrial Park Science and Technology Fund",Seed,Lilly Asia Ventures,Seed,1,,,,,,,,,,Yes,,https://pixin.com.tw,,Seed,,"60,383",
